Target Vertex Index,Source Vertex Index,Best Sigma Coarse,Best Sigma Finer,Best Variance Explained Coarse,Best Variance Explained Finer,Source Eccentricity,Source Polar Angle
6780,100343,1.3295918367346935,1.3540023118622446,0.9302322909934518,0.930315538775088,6.585866764309838,2.652036684904332
6745,5524,1.1163265306122447,1.0801331313775508,0.8999266565137867,0.9003440010306146,6.66879256695648,2.6287606580174536
6181,5524,1.3295918367346935,1.2369488899075252,0.9268335237073396,0.9281120180794632,6.66879256695648,2.6287606580174536
6180,4974,1.1163265306122447,1.1457064134247448,0.8994140493930164,0.8996870672404673,6.670358246718216,2.628880482502149
6762,5513,1.1163265306122447,1.0904896763392855,0.8937818205504482,0.8940009120306706,6.594005921168073,2.6505602210241754
6168,4975,1.1163265306122447,1.085910993303571,0.8722930122948676,0.8726612040889494,6.670409666765734,2.6289053274907257
6744,4974,1.1163265306122447,1.0678142936862245,0.8797128432195171,0.8806628434894594,6.670358246718216,2.628880482502149
6743,3175,0.4765306122448979,0.4331588807397959,0.8281400632964779,0.828543377583048,5.212045870293283,-2.9885329345394793
6167,3159,0.4765306122448979,0.5468933354591838,0.7536986630727801,0.7676378507706689,5.590700032670979,3.061893928184842
117937,3159,0.4765306122448979,0.5656939572704083,0.7633733305037148,0.7844131093519844,5.590700032670979,3.061893928184842
6157,3605,0.903061224489796,0.8633759167729591,0.7745133623466868,0.7806803808066572,5.6956395227108825,2.4445851322208383
6742,3159,0.4765306122448979,0.5230668048469388,0.7582645377782624,0.7654271076091042,5.590700032670979,3.061893928184842
6144,3605,1.1163265306122447,1.0680323262117346,0.8673310458244143,0.8698955975793223,5.6956395227108825,2.4445851322208383
5630,120698,0.903061224489796,0.9379842952806122,0.8390598152433886,0.8428188338544815,5.179829207597511,2.421811392570558
6143,4500,1.1163265306122447,1.1494129663584185,0.8742159641704923,0.8749165993521479,7.195708236560042,2.516329994943399
6140,4988,1.1163265306122447,1.119924067283163,0.8694138048920894,0.8694229124970367,6.813483756449488,2.5040854929367047
6139,4501,1.1163265306122447,1.1018818757971935,0.8642774887165527,0.8645380787682307,6.05522590942546,2.4441316721548643
6132,4988,1.1163265306122447,1.0633991350446428,0.8817965204162628,0.8842397907138848,6.813483756449488,2.5040854929367047
6123,4988,1.1163265306122447,1.1714887595663264,0.9101668672112752,0.9121526354015828,6.813483756449488,2.5040854929367047
6125,6627,1.5428571428571427,1.4579547991071429,0.8978762181508972,0.8998368668997311,5.627942349577852,1.96084037431851
6124,4978,1.3295918367346935,1.3520546675701528,0.9142649828976976,0.914454239930168,6.125997524359254,2.471352000086498
6687,6627,1.3295918367346935,1.3177761280293367,0.8724301434145476,0.8724835276636463,5.627942349577852,1.96084037431851
6183,110061,5.8081632653061215,5.877574786750637,0.764579129511058,0.7645832369532775,6.546056155481905,2.6228432421332517
6197,7260,2.182653061224489,2.2208068598533157,0.8632611922114406,0.8633386778388066,6.560084787195211,2.637909972211797
103604,5513,1.3295918367346935,1.3863981285873723,0.936602101078862,0.9370324226046222,6.594005921168073,2.6505602210241754
6195,4975,1.1163265306122447,1.1802100605867345,0.8994896492782072,0.9008260715950288,6.670409666765734,2.6289053274907257
6179,3159,0.6897959183673469,0.5889536830357143,0.7927176917676482,0.8036200061630917,5.590700032670979,3.061893928184842
6178,3159,0.4765306122448979,0.4365094866071428,0.6521357918020916,0.6591029039861697,5.590700032670979,3.061893928184842
6194,3159,0.6897959183673469,0.5743359374999997,0.7697515988701783,0.7842649120299796,5.590700032670979,3.061893928184842
6193,118578,2.609183673469387,2.6173373724489792,0.5826548081312106,0.5826570153454146,2.1199707970014896,-1.8974783799717447
6761,3159,0.4765306122448979,0.5157140864158163,0.7519570584598296,0.7570837902372003,5.590700032670979,3.061893928184842
123251,22,2.609183673469387,2.5507063636001277,0.5636898575831599,0.5638303561297406,1.9609151143452301,-1.8130898876526587
6177,16,2.609183673469387,2.6746680683992343,0.6052296212581681,0.605329939861867,2.5263614345217684,-1.961471799723166
6191,22,2.395918367346938,2.3941635443239786,0.5206951844789673,0.5206953856564108,1.9609151143452301,-1.8130898876526587
6760,3159,0.4765306122448979,0.4917944834183673,0.7332442739549592,0.7341039423710936,5.590700032670979,3.061893928184842
6192,106403,2.395918367346938,2.326368881536989,0.4659155987943457,0.4663362292181263,1.764201491867132,-1.6620379726550953
109967,4032,0.903061224489796,0.8791618502869898,0.6259604244804602,0.6284215911834784,6.321066413943334,2.4470655494196776
6158,4041,0.903061224489796,0.916289660395408,0.7391892248427474,0.7400575615918017,5.045641149812573,2.403760080912373
