Target Vertex Index,Source Vertex Index,Best Sigma Coarse,Best Sigma Finer,Best Variance Explained Coarse,Best Variance Explained Finer
114338,4509,1.7561224489795917,1.6916398278061224,0.879516711078516,0.8798703867532228
6215,105859,1.1163265306122447,1.1840256297831628,0.6655887756770559,0.6666082792611823
5687,102632,1.1163265306122447,1.0267696707589284,0.7160906552431551,0.7177722940746145
6206,2003,1.5428571428571427,1.6184179687500002,0.7006037260228245,0.701140481415619
6216,843,1.1163265306122447,1.0829675542091834,0.5914254710664053,0.5922204183519852
5688,661,0.9030612244897959,0.8959178691007652,0.5269182691930472,0.5269812122861443
5689,1072,1.3295918367346937,1.2912881656568875,0.6700709920192991,0.6703665711985278
6217,1637,1.7561224489795917,1.7314269770408162,0.6819601243622577,0.6819910131805567
6207,5545,2.395918367346938,2.360295459980867,0.742049139012229,0.7420878814918891
5676,2003,2.182653061224489,2.1526522391183027,0.7285418930447041,0.728559226877862
120683,4509,1.9693877551020407,1.8969781369579082,0.7628589262840441,0.7631547716327246
6660,6085,0.6897959183673469,0.7020559630102041,0.8078591665016366,0.8079879216822397
7306,5001,0.6897959183673469,0.7620089285714287,0.6072966634805199,0.6170871276412498
7314,5538,0.9030612244897959,0.8615239357461735,0.6959144799539495,0.6981055064293733
110793,5527,1.1163265306122447,1.1488133769132651,0.7839698413917758,0.784869984591573
121270,6085,0.9030612244897959,0.9869295081313774,0.7722391747530158,0.7777893869480335
6741,3159,0.4765306122448979,0.5363761559311226,0.764132095436371,0.7751504158572053
7402,3159,0.4765306122448979,0.5374930245535716,0.76687646134445,0.7782410888205721
6797,4996,1.3295918367346937,1.3360190628985968,0.8974103488106329,0.8974145474439601
6798,4521,1.3295918367346937,1.3092064931441327,0.8746275163417505,0.8746646929849968
6799,5555,1.3295918367346937,1.3105049226721937,0.8518356775860495,0.8518766183658072
7931,4980,0.9030612244897959,0.8650515186543366,0.2801672452201025,0.2864855757513083
108611,4990,0.6897959183673469,0.7626825573979592,0.19578620131804403,0.2351216968835016
7296,5001,0.6897959183673469,0.7077818080357143,0.49400278754707305,0.49469756779991614
7955,5515,0.9030612244897959,0.869725566007653,0.8259255255196447,0.8264597512765259
7945,120509,0.6897959183673469,0.7570914381377554,0.8136534645221898,0.8157039084499272
7313,6038,0.6897959183673469,0.7366131218112246,0.7643992990861178,0.7654429212427222
117902,6038,0.4765306122448979,0.5412159199617349,0.5474541151839716,0.5493769124540921
7946,7179,0.05,0.05,0.6015275581357036,0.6015275581357036
105473,3159,0.4765306122448979,0.5212053571428572,0.7597057962484636,0.7664616950443588
104486,3159,0.4765306122448979,0.48295260682397956,0.7281649959539583,0.7283303850955587
117430,3159,0.6897959183673469,0.5932649075255101,0.8045027315756941,0.8154725107278445
8041,3159,0.6897959183673469,0.6079500159438773,0.8157875793297349,0.8235776461583517
7930,6038,0.05,0.05,-0.0955217395635366,-0.0955217395635366
7937,7179,0.05,0.05,0.35265698184476724,0.35265698184476724
8594,7179,0.05,0.05,0.40250898601791885,0.40250898601791885
8585,7179,0.05,0.05,0.24924220597438496,0.24924220597438496
7956,6050,0.9030612244897959,0.898034418845663,0.8501696212256512,0.8501792448456321
8593,120509,0.05,0.05,0.6946987592044336,0.6946987592044336
8620,5514,1.1163265306122447,1.0638352000956632,0.8712933192508303,0.872176049798578
8621,5537,0.4765306122448979,0.47643753985969384,0.820601340220885,0.8206013403356289
9252,102221,0.6897959183673469,0.6812408322704082,0.7020079549244558,0.7020417979600397
7968,5525,0.9030612244897959,0.9572978117028059,0.8637679931448254,0.8643970954613818
8659,3159,0.4765306122448979,0.47094626913265303,0.6786005534561177,0.6787310380489052
9218,7179,0.05,0.05,0.23097645428160274,0.23097645428160274
8578,7179,0.05,0.05,0.028281004588089798,0.028281004588089798
9234,6038,0.05,0.05,0.10242889575586045,0.10242889575586045
99761,6050,0.26326530612244897,0.31098214285714276,0.5888770454152807,0.5890434504589531
9261,3582,0.05,0.05,0.5541027701821492,0.5541027701821492
9262,3582,0.05,0.05,0.5637736290323416,0.5637736290323416
8603,3582,0.05,0.05,0.6094298246490841,0.6094298246490841
8604,3581,0.05,0.05,0.7051936324046593,0.7051936324046593
111648,7273,1.1163265306122447,1.0808962452168365,0.8916965387924698,0.8920788299652964
8605,7272,0.9030612244897959,0.8967997648278061,0.8131082738417297,0.8131354547389847
9266,103992,0.05,0.05,0.8039199151648446,0.8039199151648446
9280,3582,0.05,0.05,0.5803785447044543,0.5803785447044543
114116,3582,0.05,0.05,0.6085736131477635,0.6085736131477635
8619,6673,1.1163265306122447,1.0469376793686225,0.9267419256211874,0.9275705812778499
100936,5049,0.4765306122448979,0.534607780612245,0.9456715750184249,0.9459069623596101
9281,4087,0.4765306122448979,0.5276273517219388,0.9402772226036776,0.9403991979873064
119169,3159,0.4765306122448979,0.4581022799744897,0.6192570232387733,0.620742064050174
8027,3582,0.4765306122448979,0.4018865593112245,0.7756912677899207,0.7848825845481084
8660,3159,0.4765306122448979,0.5342354910714286,0.7337708283425576,0.7443777565116436
9217,7179,0.05,0.05,-0.03887932477428002,-0.03887932477428002
9206,7179,0.05,0.05,0.14073599893605626,0.14073599893605626
9857,6050,0.05,0.05,0.21959462353274983,0.21959462353274983
9865,103992,0.05,0.05,0.8049482708530407,0.8049482708530407
9245,3582,0.05,0.05,0.5161836493471411,0.5161836493471411
9872,2756,0.26326530612244897,0.3776211734693875,0.5041090917472091,0.5115604032351839
107222,2756,0.26326530612244897,0.39433235012755063,0.4927117349869795,0.5056377240890336
